CODGEO;EFF_TOT;EFF_AZ;EFF_BE;EFF_FZ;EFF_GU;EFF_OQ;EFF_TOT_1_4;EFF_AZ_1_4;EFF_BE_1_4;EFF_FZ_1_4;EFF_GU_1_4;EFF_OQ_1_4;EFF_TOT_5_9;EFF_AZ_5_9;EFF_BE_5_9;EFF_FZ_5_9;EFF_GU_5_9;EFF_OQ_5_9;EFF_TOT_10_19;EFF_AZ_10_19;EFF_BE_10_19;EFF_FZ_10_19;EFF_GU_10_19;EFF_OQ_10_19;EFF_TOT_20_49;EFF_AZ_20_49;EFF_BE_20_49;EFF_FZ_20_49;EFF_GU_20_49;EFF_OQ_20_49;EFF_TOT_50_99;EFF_AZ_50_99;EFF_BE_50_99;EFF_FZ_50_99;EFF_GU_50_99;EFF_OQ_50_99;EFF_TOT_100_199;EFF_AZ_100_199;EFF_BE_100_199;EFF_FZ_100_199;EFF_GU_100_199;EFF_OQ_100_199;EFF_TOT_200_499;EFF_AZ_200_499;EFF_BE_200_499;EFF_FZ_200_499;EFF_GU_200_499;EFF_OQ_200_499;EFF_TOT_500P;EFF_AZ_500P;EFF_BE_500P;EFF_FZ_500P;EFF_GU_500P;EFF_OQ_500P
28090;3;0;0;1;0;2;3;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28091;8;1;0;2;0;5;3;1;0;2;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28092;13;1;8;0;0;4;5;1;0;0;0;4;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28094;102;7;7;26;23;39;60;7;1;26;23;3;21;0;6;0;0;15;21;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28095;6;2;0;0;0;4;6;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28096;207;0;121;15;57;14;28;0;0;10;17;1;27;0;9;5;0;13;30;0;12;0;18;0;52;0;30;0;22;0;70;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28098;569;0;220;55;227;67;58;0;1;7;46;4;119;0;18;21;65;15;101;0;14;0;87;0;209;0;105;27;29;48;82;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28099;64;2;5;13;12;32;15;2;5;2;1;5;18;0;0;0;11;7;11;0;0;11;0;0;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28100;15;1;0;1;8;5;15;1;0;1;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28102;72;4;6;14;11;37;20;4;6;4;6;0;10;0;0;0;5;5;20;0;0;10;0;10;22;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28103;1098;14;393;93;342;256;158;14;8;33;77;26;133;0;23;31;74;5;145;0;26;29;57;33;103;0;0;0;65;38;223;0;0;0;69;154;0;0;0;0;0;0;336;0;336;0;0;0;0;0;0;0;0;0
28104;46;3;3;20;3;17;18;3;3;9;3;0;6;0;0;0;0;6;22;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28105;54;1;25;7;5;16;13;1;0;7;5;0;6;0;0;0;0;6;10;0;0;0;0;10;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28106;7;2;0;0;0;5;7;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28107;14;2;0;5;3;4;14;2;0;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28108;13;3;6;0;0;4;7;3;0;0;0;4;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28109;10;0;0;3;0;7;10;0;0;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28110;3154;0;246;141;815;1952;159;0;14;14;113;18;143;0;5;19;104;15;216;0;36;0;107;73;472;0;80;0;269;123;394;0;111;0;222;61;108;0;0;108;0;0;0;0;0;0;0;0;1662;0;0;0;0;1662
28111;149;51;7;22;62;7;22;9;0;1;11;1;19;0;7;6;0;6;57;42;0;15;0;0;0;0;0;0;0;0;51;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28113;101;1;36;23;15;26;28;1;0;10;8;9;32;0;8;0;7;17;13;0;0;13;0;0;28;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28114;14;2;8;0;0;4;6;2;0;0;0;4;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28116;1309;2;402;100;365;440;125;2;6;18;89;10;138;0;11;32;87;8;101;0;0;18;56;27;116;0;55;32;29;0;432;0;50;0;104;278;117;0;0;0;0;117;280;0;280;0;0;0;0;0;0;0;0;0
28117;6;0;0;0;1;5;1;0;0;0;1;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28118;45;4;0;26;11;4;20;4;0;1;11;4;10;0;0;10;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28119;11;6;0;0;1;4;5;0;0;0;1;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28120;20;5;1;4;2;8;15;5;1;4;2;3;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28121;32;3;0;0;25;4;7;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28122;98;1;12;9;36;40;31;1;3;4;23;0;19;0;9;5;0;5;23;0;0;0;13;10;25;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28123;41;2;0;0;37;2;11;2;0;0;7;2;6;0;0;0;6;0;0;0;0;0;0;0;24;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28124;49;1;10;18;18;2;19;1;1;2;13;2;30;0;9;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28126;13;4;4;1;0;4;13;4;4;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28127;127;11;21;42;29;24;39;6;1;9;22;1;26;5;0;7;7;7;36;0;20;0;0;16;26;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28128;103;5;70;4;6;18;15;5;1;4;1;4;19;0;0;0;5;14;0;0;0;0;0;0;0;0;0;0;0;0;69;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28129;27;5;0;1;9;12;8;5;0;1;2;0;19;0;0;0;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28130;88;5;45;6;26;6;27;5;3;1;18;0;26;0;7;5;8;6;0;0;0;0;0;0;35;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28132;26;1;0;2;14;9;8;1;0;2;2;3;18;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28134;13135;0;1627;429;5310;5769;1035;0;44;80;799;112;1279;0;119;87;908;165;1276;0;214;59;625;378;1881;0;228;136;813;704;1899;0;381;67;641;810;1679;0;322;0;700;657;1119;0;319;0;242;558;2967;0;0;0;582;2385
28135;247;0;67;64;95;21;32;0;7;3;19;3;63;0;28;14;13;8;37;0;0;0;27;10;115;0;32;47;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28136;7;0;0;0;6;1;7;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28137;14;2;0;3;1;8;9;2;0;3;1;3;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28139;10;3;0;0;6;1;10;3;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28140;2926;0;1693;102;621;510;207;0;2;17;144;44;212;0;13;6;160;33;102;0;40;11;27;24;202;0;46;68;21;67;136;0;55;0;0;81;373;0;104;0;269;0;970;0;709;0;0;261;724;0;724;0;0;0
28141;67;1;0;4;59;3;9;1;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28142;6;0;0;0;2;4;6;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28143;7;1;0;1;2;3;7;1;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28144;21;7;5;0;3;6;16;7;0;0;3;6;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28146;214;1;132;22;39;20;40;1;4;15;19;1;26;0;0;7;0;19;0;0;0;0;0;0;20;0;0;0;20;0;0;0;0;0;0;0;128;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28147;82;3;2;6;12;59;23;3;2;6;12;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28148;15;2;0;8;0;5;4;2;0;2;0;0;11;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28149;253;0;7;2;114;130;25;0;1;2;16;6;11;0;6;0;0;5;16;0;0;0;0;16;72;0;0;0;30;42;129;0;0;0;68;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28151;13;0;0;0;11;2;6;0;0;0;4;2;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28153;6;1;0;0;2;3;6;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28154;260;4;55;27;75;99;55;4;5;15;26;5;30;0;8;0;16;6;54;0;12;12;0;30;63;0;30;0;33;0;58;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28155;3;0;0;0;1;2;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28156;86;3;38;4;23;18;21;3;5;4;7;2;17;0;5;0;6;6;20;0;0;0;10;10;28;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28157;7;2;0;0;1;4;7;2;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28158;816;1;233;93;462;27;73;1;7;11;54;0;122;0;15;10;97;0;238;0;30;33;148;27;259;0;112;39;108;0;124;0;69;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28159;12;2;3;1;0;6;7;2;3;1;0;1;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28160;78;12;0;26;16;24;9;0;0;7;2;0;9;0;0;0;0;9;60;12;0;19;14;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28161;52;0;2;5;40;5;14;0;2;5;7;0;5;0;0;0;0;5;33;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28162;57;1;1;1;45;9;7;1;1;1;0;4;11;0;0;0;6;5;0;0;0;0;0;0;39;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28163;6;0;1;0;1;4;6;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28164;140;3;12;4;114;7;36;3;0;4;22;7;8;0;0;0;8;0;36;0;12;0;24;0;60;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28166;13;1;2;7;0;3;6;1;2;0;0;3;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28167;17;1;2;4;5;5;12;1;2;4;5;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28168;953;1;398;85;282;187;105;1;6;17;74;7;97;0;10;35;47;5;200;0;84;33;59;24;374;0;181;0;102;91;177;0;117;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28169;217;1;72;0;138;6;10;1;2;0;7;0;19;0;6;0;7;6;18;0;0;0;18;0;64;0;64;0;0;0;0;0;0;0;0;0;106;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0
28170;20;1;6;8;2;3;6;1;0;0;2;3;14;0;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28171;144;1;10;24;90;19;17;1;0;2;13;1;38;0;0;22;11;5;36;0;10;0;13;13;0;0;0;0;0;0;53;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28172;108;1;0;6;10;91;27;1;0;6;10;10;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28173;411;2;66;16;114;213;24;2;0;6;15;1;22;0;0;10;5;7;65;0;22;0;28;15;92;0;44;0;0;48;208;0;0;0;66;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28175;5;0;0;0;3;2;5;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28176;38;2;3;1;12;20;13;2;3;1;7;0;25;0;0;0;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28177;2268;0;277;235;1721;35;100;0;8;18;70;4;283;0;28;65;175;15;358;0;45;38;259;16;656;0;111;114;431;0;306;0;85;0;221;0;565;0;0;0;565;0;0;0;0;0;0;0;0;0;0;0;0;0
28178;253;5;0;4;240;4;16;5;0;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0;237;0;0;0;0;0;0;0
28180;65;1;0;0;4;60;11;1;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28182;9;5;0;0;0;4;4;0;0;0;0;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28183;21;3;0;7;7;4;21;3;0;7;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28184;22;2;0;0;17;3;13;2;0;0;8;3;9;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28185;133;5;3;9;97;19;30;5;3;3;19;0;18;0;0;6;6;6;13;0;0;0;0;13;72;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28187;64;1;31;4;11;17;28;1;5;4;11;7;8;0;8;0;0;0;28;0;18;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28188;64;3;10;22;15;14;10;3;0;1;6;0;28;0;0;5;9;14;26;0;10;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28189;17;8;0;0;5;4;11;2;0;0;5;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28190;17;3;5;4;3;2;12;3;0;4;3;2;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28191;438;2;8;1;367;60;53;2;2;1;45;3;59;0;6;0;43;10;33;0;0;0;18;15;80;0;0;0;48;32;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;0;213;0;0;0;0;0;0;0
28192;16;6;0;4;1;5;11;6;0;4;1;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28193;9;1;0;7;0;1;2;1;0;0;0;1;7;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28194;79;10;6;5;43;15;23;3;0;0;13;7;33;7;6;5;7;8;0;0;0;0;0;0;23;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28195;74;0;0;3;65;6;7;0;0;3;4;0;13;0;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28196;1053;2;243;58;297;453;102;2;1;12;80;7;91;0;5;34;52;0;132;0;0;12;66;54;197;0;99;0;25;73;315;0;138;0;74;103;216;0;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0
28197;5;1;0;0;2;2;5;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28198;37;0;0;16;6;15;12;0;0;2;6;4;14;0;0;14;0;0;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28199;1245;11;165;49;600;420;104;11;12;10;69;2;118;0;9;12;76;21;207;0;47;27;118;15;247;0;97;0;80;70;333;0;0;0;257;76;0;0;0;0;0;0;236;0;0;0;0;236;0;0;0;0;0;0
28200;9;0;0;4;1;4;9;0;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28201;189;0;111;1;39;38;33;0;4;1;26;2;46;0;24;0;13;9;0;0;0;0;0;0;47;0;20;0;0;27;63;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28202;41;1;11;2;21;6;9;1;0;2;6;0;21;0;0;0;15;6;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28203;28;1;0;1;6;20;3;1;0;1;1;0;25;0;0;0;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28206;78;0;3;50;12;13;17;0;3;1;6;7;12;0;0;0;6;6;0;0;0;0;0;0;49;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28207;5;0;0;0;2;3;5;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28208;45;1;0;16;24;4;6;1;0;1;0;4;25;0;0;15;10;0;14;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28209;1480;0;46;162;353;919;122;0;8;17;82;15;149;0;15;49;38;47;143;0;23;25;34;61;200;0;0;71;28;101;235;0;0;0;0;235;171;0;0;0;171;0;460;0;0;0;0;460;0;0;0;0;0;0
28210;8;1;1;0;3;3;8;1;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28211;31;4;0;8;0;19;7;4;0;3;0;0;24;0;0;5;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28212;14;8;0;0;2;4;9;3;0;0;2;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28213;60;2;0;35;11;12;20;2;0;9;6;3;14;0;0;0;5;9;0;0;0;0;0;0;26;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28214;1333;5;302;25;510;491;140;5;15;8;102;10;136;0;24;17;69;26;154;0;0;0;118;36;374;0;110;0;138;126;417;0;153;0;83;181;112;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0
28215;69;7;0;3;37;22;20;7;0;3;6;4;6;0;0;0;6;0;18;0;0;0;0;18;25;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28216;5;0;0;3;0;2;5;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28217;15;2;0;2;0;11;4;2;0;2;0;0;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28218;4671;0;1164;442;1692;1373;349;0;31;36;250;32;426;0;62;48;255;61;562;0;116;120;218;108;722;0;183;63;258;218;916;0;205;0;412;299;709;0;235;175;299;0;987;0;332;0;0;655;0;0;0;0;0;0
28219;103;0;55;0;44;4;17;0;3;0;10;4;6;0;0;0;6;0;12;0;12;0;0;0;68;0;40;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28220;2082;0;90;106;1261;625;222;0;9;22;173;18;266;0;5;15;204;42;285;0;0;15;219;51;441;0;25;54;260;102;373;0;51;0;161;161;251;0;0;0;0;251;244;0;0;0;244;0;0;0;0;0;0;0
28221;15;2;5;0;5;3;10;2;0;0;5;3;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28222;15;2;0;9;1;3;15;2;0;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28223;76;0;11;25;6;34;15;0;0;9;6;0;13;0;0;5;0;8;22;0;11;11;0;0;26;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28225;19;2;4;0;1;12;11;2;4;0;1;4;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28226;60;1;8;5;24;22;17;1;0;5;11;0;26;0;8;0;13;5;17;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28227;959;4;198;13;405;339;157;4;2;13;117;21;157;0;21;0;108;28;156;0;0;0;76;80;141;0;64;0;53;24;237;0;0;0;51;186;111;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28229;2980;1;109;252;1511;1107;233;1;10;18;146;58;259;0;25;34;162;38;265;0;41;34;180;10;680;0;33;84;408;155;553;0;0;82;112;359;270;0;0;0;270;0;720;0;0;0;233;487;0;0;0;0;0;0
28230;49;1;15;12;17;4;6;1;0;0;1;4;5;0;5;0;0;0;38;0;10;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
