CODGEO;EFF_TOT;EFF_AZ;EFF_BE;EFF_FZ;EFF_GU;EFF_OQ;EFF_TOT_1_4;EFF_AZ_1_4;EFF_BE_1_4;EFF_FZ_1_4;EFF_GU_1_4;EFF_OQ_1_4;EFF_TOT_5_9;EFF_AZ_5_9;EFF_BE_5_9;EFF_FZ_5_9;EFF_GU_5_9;EFF_OQ_5_9;EFF_TOT_10_19;EFF_AZ_10_19;EFF_BE_10_19;EFF_FZ_10_19;EFF_GU_10_19;EFF_OQ_10_19;EFF_TOT_20_49;EFF_AZ_20_49;EFF_BE_20_49;EFF_FZ_20_49;EFF_GU_20_49;EFF_OQ_20_49;EFF_TOT_50_99;EFF_AZ_50_99;EFF_BE_50_99;EFF_FZ_50_99;EFF_GU_50_99;EFF_OQ_50_99;EFF_TOT_100_199;EFF_AZ_100_199;EFF_BE_100_199;EFF_FZ_100_199;EFF_GU_100_199;EFF_OQ_100_199;EFF_TOT_200_499;EFF_AZ_200_499;EFF_BE_200_499;EFF_FZ_200_499;EFF_GU_200_499;EFF_OQ_200_499;EFF_TOT_500P;EFF_AZ_500P;EFF_BE_500P;EFF_FZ_500P;EFF_GU_500P;EFF_OQ_500P
1138;1196;2;772;42;243;137;75;2;8;5;52;8;77;0;0;37;34;6;87;0;10;0;60;17;195;0;53;0;97;45;127;0;66;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;635;0;635;0;0;0
1139;36;4;9;12;2;9;9;4;0;1;2;2;27;0;9;11;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1140;63;4;30;5;18;6;23;4;0;5;13;1;15;0;5;0;5;5;0;0;0;0;0;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1141;8;0;0;5;0;3;8;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1142;2220;0;984;239;716;281;170;0;12;21;126;11;165;0;29;25;102;9;381;0;90;42;230;19;504;0;288;34;97;85;269;0;60;0;52;157;333;0;107;117;109;0;398;0;398;0;0;0;0;0;0;0;0;0
1143;1513;9;22;20;1081;381;284;4;3;20;230;27;289;5;19;0;233;32;270;0;0;0;200;70;142;0;0;0;61;81;93;0;0;0;93;0;435;0;0;0;264;171;0;0;0;0;0;0;0;0;0;0;0;0
1145;92;7;0;44;19;22;42;7;0;13;19;3;7;0;0;0;0;7;12;0;0;0;0;12;31;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1146;18;2;0;9;4;3;9;2;0;0;4;3;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1147;32;8;10;0;6;8;13;1;4;0;6;2;19;7;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1148;189;3;89;22;26;49;68;3;24;9;26;6;33;0;28;0;0;5;33;0;10;13;0;10;55;0;27;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1149;24;0;0;4;4;16;11;0;0;4;4;3;13;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;27;7;11;0;6;3;16;7;0;0;6;3;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1151;68;2;11;17;21;17;30;2;1;17;10;0;6;0;0;0;0;6;32;0;10;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1152;29;2;9;1;4;13;13;2;2;1;4;4;16;0;7;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1153;115;5;1;0;53;56;14;5;1;0;8;0;5;0;0;0;0;5;37;0;0;0;25;12;59;0;0;0;20;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1155;10;0;0;0;1;9;5;0;0;0;1;4;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1156;84;56;0;14;7;7;26;3;0;14;7;2;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;53;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1157;627;3;157;90;336;41;86;3;13;17;53;0;97;0;27;22;36;12;168;0;42;31;66;29;133;0;75;20;38;0;143;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1158;36;0;0;6;6;24;16;0;0;6;6;4;6;0;0;0;0;6;14;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1159;1232;38;470;73;497;154;125;8;14;20;78;5;132;15;26;19;64;8;183;15;50;34;70;14;252;0;74;0;101;77;234;0;0;0;184;50;0;0;0;0;0;0;306;0;306;0;0;0;0;0;0;0;0;0
1160;2818;0;73;26;1873;846;386;0;5;16;316;49;457;0;20;10;369;58;452;0;0;0;387;65;506;0;48;0;398;60;315;0;0;0;83;232;702;0;0;0;320;382;0;0;0;0;0;0;0;0;0;0;0;0
1162;11;4;1;0;3;3;11;4;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1163;159;25;40;32;45;17;66;18;3;11;30;4;63;7;7;21;15;13;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1165;129;0;11;11;78;29;15;0;0;4;8;3;14;0;0;7;0;7;46;0;11;0;16;19;0;0;0;0;0;0;54;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1166;241;2;104;25;74;36;73;2;2;25;42;2;27;0;6;0;21;0;23;0;0;0;11;12;118;0;96;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1167;86;0;1;8;67;10;15;0;1;2;8;4;12;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1169;20;0;3;1;7;9;15;0;3;1;7;4;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1170;207;0;77;57;27;46;32;0;1;15;13;3;15;0;0;0;0;15;55;0;30;11;14;0;105;0;46;31;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1171;74;0;43;24;4;3;13;0;2;4;4;3;31;0;11;20;0;0;0;0;0;0;0;0;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1173;2128;2;67;101;710;1248;212;2;6;36;153;15;295;0;13;18;176;88;280;0;48;24;124;84;107;0;0;23;84;0;412;0;0;0;173;239;619;0;0;0;0;619;203;0;0;0;0;203;0;0;0;0;0;0
1174;24;0;0;2;17;5;9;0;0;2;7;0;5;0;0;0;0;5;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1175;150;5;57;1;75;12;17;0;1;1;15;0;39;5;7;0;15;12;19;0;19;0;0;0;75;0;30;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1177;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1179;387;4;252;17;71;43;55;4;4;17;29;1;35;0;9;0;5;21;17;0;0;0;17;0;41;0;0;0;20;21;0;0;0;0;0;0;0;0;0;0;0;0;239;0;239;0;0;0;0;0;0;0;0;0
1180;44;0;0;0;20;24;22;0;0;0;14;8;22;0;0;0;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1181;884;0;593;28;175;88;48;0;17;13;18;0;50;0;28;0;15;7;138;0;71;15;36;16;247;0;141;0;106;0;217;0;152;0;0;65;184;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1183;483;1;198;46;196;42;81;1;10;25;38;7;114;0;59;8;31;16;125;0;77;13;16;19;99;0;52;0;47;0;64;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1184;56;3;22;4;15;12;13;3;0;4;5;1;11;0;0;0;0;11;10;0;0;0;10;0;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1185;1899;12;56;131;382;1318;163;5;13;17;122;6;174;7;19;33;75;40;151;0;24;22;58;47;291;0;0;0;71;220;406;0;0;59;56;291;113;0;0;0;0;113;601;0;0;0;0;601;0;0;0;0;0;0
1187;137;2;87;6;22;20;30;2;0;0;22;6;13;0;7;6;0;0;46;0;32;0;0;14;48;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1188;44;4;0;12;19;9;15;4;0;0;8;3;29;0;0;12;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1189;97;0;55;3;10;29;15;0;7;3;5;0;12;0;0;0;5;7;0;0;0;0;0;0;70;0;48;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1190;5;1;0;0;1;3;5;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1191;15;3;1;0;5;6;10;3;1;0;0;6;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1192;1291;1;869;47;323;51;73;1;13;8;50;1;66;0;49;5;12;0;164;0;70;34;31;29;409;0;302;0;86;21;358;0;214;0;144;0;221;0;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1193;24;0;0;0;19;5;8;0;0;0;3;5;0;0;0;0;0;0;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1194;1034;2;236;91;338;367;182;2;23;47;106;4;203;0;64;34;66;39;165;0;48;10;74;33;127;0;101;0;26;0;357;0;0;0;66;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1195;330;7;42;90;69;122;31;2;7;1;19;2;54;5;11;16;14;8;61;0;24;26;11;0;95;0;0;47;25;23;89;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1196;299;2;66;33;186;12;48;2;7;8;27;4;57;0;14;9;26;8;59;0;0;16;43;0;45;0;45;0;0;0;90;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1197;15;1;0;5;3;6;10;1;0;0;3;6;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1198;17;2;0;0;5;10;11;2;0;0;5;4;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1199;404;1;55;84;46;218;35;1;9;8;17;0;44;0;9;6;29;0;52;0;0;30;0;22;104;0;37;40;0;27;65;0;0;0;0;65;104;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0
1200;17;0;0;2;8;7;11;0;0;2;8;1;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1202;1329;2;412;116;472;327;213;2;10;24;162;15;202;0;5;52;101;44;211;0;45;40;61;65;105;0;46;0;59;0;292;0;0;0;89;203;0;0;0;0;0;0;306;0;306;0;0;0;0;0;0;0;0;0
1203;198;0;27;27;119;25;17;0;0;4;13;0;32;0;0;13;13;6;56;0;27;10;0;19;33;0;0;0;33;0;60;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1204;61;5;2;1;35;18;32;5;2;1;19;5;0;0;0;0;0;0;29;0;0;0;16;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1206;24;0;16;0;1;7;2;0;0;0;1;1;6;0;0;0;0;6;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1207;58;5;0;31;18;4;17;0;0;5;8;4;15;5;0;0;10;0;0;0;0;0;0;0;26;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1208;16;0;0;0;12;4;4;0;0;0;0;4;0;0;0;0;0;0;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1209;21;1;0;3;0;17;4;1;0;3;0;0;6;0;0;0;0;6;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1210;84;0;2;2;74;6;30;0;2;2;25;1;11;0;0;0;6;5;0;0;0;0;0;0;43;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1211;187;3;4;57;96;27;42;3;4;3;26;6;28;0;0;0;20;8;13;0;0;0;0;13;0;0;0;0;0;0;104;0;0;54;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1212;59;21;0;17;14;7;16;8;0;0;1;7;20;13;0;7;0;0;23;0;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1213;245;1;60;15;90;79;36;1;5;8;22;0;29;0;5;7;17;0;65;0;28;0;11;26;62;0;22;0;40;0;53;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1214;6;0;1;0;1;4;6;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1215;5;0;1;0;0;4;5;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1216;178;4;92;2;10;70;15;4;2;2;5;2;26;0;0;0;5;21;0;0;0;0;0;0;70;0;23;0;0;47;67;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1219;8;2;0;0;1;5;8;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1224;726;3;232;246;167;78;90;3;6;9;60;12;90;0;17;32;35;6;104;0;0;74;17;13;278;0;129;47;55;47;164;0;80;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1225;8;0;0;0;4;4;8;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1227;54;3;8;4;34;5;14;3;3;4;4;0;15;0;5;0;5;5;0;0;0;0;0;0;25;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1228;275;30;147;43;46;9;31;0;7;4;17;3;43;0;15;5;17;6;114;30;38;34;12;0;0;0;0;0;0;0;87;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1229;109;4;13;18;60;14;21;4;0;1;14;2;56;0;13;17;14;12;32;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1230;59;12;9;0;34;4;14;2;0;0;8;4;9;0;9;0;0;0;10;10;0;0;0;0;26;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1231;544;17;193;26;264;44;79;17;2;15;44;1;63;0;5;11;33;14;29;0;0;0;0;29;168;0;80;0;88;0;99;0;0;0;99;0;106;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1232;373;7;54;40;100;172;97;7;12;8;62;8;53;0;6;7;25;15;80;0;13;25;13;29;74;0;23;0;0;51;69;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1233;5;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1234;22;5;0;15;0;2;2;0;0;0;0;2;5;5;0;0;0;0;15;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1235;163;5;34;15;52;57;35;5;4;8;11;7;36;0;5;7;7;17;33;0;0;0;0;33;59;0;25;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1236;30;3;0;9;13;5;21;3;0;0;13;5;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1237;777;0;527;4;217;29;49;0;25;4;17;3;58;0;36;0;15;7;60;0;30;0;11;19;243;0;166;0;77;0;244;0;147;0;97;0;123;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1238;533;0;185;49;263;36;69;0;4;27;38;0;99;0;11;8;80;0;58;0;19;14;12;13;156;0;0;0;133;23;0;0;0;0;0;0;151;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1239;42;5;0;4;21;12;22;5;0;4;9;4;8;0;0;0;0;8;12;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1240;28;0;0;6;11;11;17;0;0;6;11;0;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1241;201;2;25;10;64;100;24;2;6;0;16;0;24;0;19;0;0;5;41;0;0;10;13;18;35;0;0;0;35;0;77;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1242;14;4;0;0;8;2;6;4;0;0;0;2;8;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1243;72;5;7;20;17;23;25;0;2;9;11;3;22;5;5;0;6;6;25;0;0;11;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1244;2009;0;178;126;1005;700;372;0;15;49;275;33;331;0;11;9;268;43;281;0;24;68;129;60;304;0;128;0;85;91;349;0;0;0;118;231;372;0;0;0;130;242;0;0;0;0;0;0;0;0;0;0;0;0
1245;37;4;0;0;24;9;31;4;0;0;18;9;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1246;194;3;37;16;93;45;49;3;0;11;28;7;42;0;5;5;17;15;60;0;32;0;28;0;43;0;0;0;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1247;130;0;7;3;108;12;25;0;2;3;16;4;19;0;5;0;6;8;16;0;0;0;16;0;70;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1248;259;6;21;37;157;38;79;6;6;25;42;0;22;0;15;0;7;0;101;0;0;12;79;10;57;0;0;0;29;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1249;4081;49;1080;454;1555;943;378;11;43;49;258;17;527;16;115;39;312;45;385;22;107;34;145;77;1190;0;370;112;571;137;975;0;289;220;161;305;426;0;156;0;108;162;200;0;0;0;0;200;0;0;0;0;0;0
1250;163;0;0;11;55;97;30;0;0;11;19;0;24;0;0;0;15;9;13;0;0;0;0;13;21;0;0;0;21;0;75;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1252;48;0;1;30;1;16;10;0;1;7;1;1;24;0;0;9;0;15;14;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1254;627;9;66;64;444;44;108;2;11;25;66;4;86;7;7;26;40;6;155;0;48;13;83;11;70;0;0;0;47;23;94;0;0;0;94;0;114;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0
1255;31;0;5;4;13;9;14;0;0;4;6;4;17;0;5;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1257;66;3;11;9;33;10;10;3;0;0;4;3;16;0;0;9;0;7;11;0;11;0;0;0;29;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1258;277;0;29;15;84;149;30;0;5;9;12;4;36;0;0;6;23;7;13;0;0;0;0;13;73;0;24;0;49;0;125;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1259;52;8;12;2;7;23;15;1;3;2;7;2;22;7;9;0;0;6;15;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1260;22;8;0;1;5;8;17;8;0;1;5;3;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1261;94;8;0;15;61;10;17;2;0;6;6;3;27;6;0;9;5;7;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1262;2363;39;926;112;688;598;196;11;13;25;125;22;208;5;39;17;122;25;292;23;14;32;104;119;184;0;24;38;50;72;276;0;62;0;75;139;221;0;0;0;0;221;212;0;0;0;212;0;774;0;774;0;0;0
1263;694;8;351;36;161;138;92;0;4;14;69;5;94;8;22;7;51;6;120;0;41;15;41;23;201;0;97;0;0;104;84;0;84;0;0;0;103;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1264;52;6;0;7;17;22;27;1;0;7;17;2;25;5;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1265;1502;1;754;63;511;173;156;1;12;15;111;17;193;0;41;5;131;16;112;0;30;14;52;16;232;0;72;29;131;0;296;0;86;0;86;124;225;0;225;0;0;0;288;0;288;0;0;0;0;0;0;0;0;0
1266;1052;6;116;233;362;335;156;6;9;12;102;27;143;0;15;40;64;24;152;0;16;47;62;27;234;0;76;45;71;42;217;0;0;89;63;65;150;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0
1267;383;5;298;6;54;20;42;5;7;6;24;0;48;0;24;0;17;7;57;0;31;0;13;13;68;0;68;0;0;0;0;0;0;0;0;0;168;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1268;16;0;7;2;3;4;16;0;7;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1269;1014;0;163;52;304;495;124;0;9;5;93;17;129;0;22;27;39;41;147;0;28;0;58;61;110;0;24;20;21;45;358;0;80;0;93;185;146;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0
1272;208;7;29;21;33;118;49;7;3;14;23;2;49;0;7;7;10;25;19;0;19;0;0;0;91;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1273;310;5;38;149;94;24;38;5;1;11;20;1;24;0;0;9;7;8;43;0;0;17;11;15;37;0;37;0;0;0;56;0;0;0;56;0;112;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1274;92;2;44;17;19;10;19;2;5;1;7;4;37;0;15;16;0;6;12;0;0;0;12;0;24;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1275;1297;0;379;51;818;49;121;0;14;17;84;6;115;0;15;21;64;15;220;0;69;13;138;0;400;0;109;0;263;28;215;0;69;0;146;0;226;0;103;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0
1276;184;0;83;12;39;50;23;0;5;2;10;6;27;0;0;10;9;8;31;0;15;0;0;16;40;0;0;0;20;20;63;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1277;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1279;3;0;0;0;1;2;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1280;8;0;0;1;3;4;8;0;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1281;420;1;10;3;250;156;63;1;1;3;52;6;70;0;9;0;61;0;76;0;0;0;63;13;94;0;0;0;74;20;117;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1282;119;95;0;1;17;6;8;0;0;1;1;6;0;0;0;0;0;0;16;0;0;0;16;0;0;0;0;0;0;0;95;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
