COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66024;Le Boulou;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66025;Bourg-Madame;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66026;Brouilla;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66027;La Cabanasse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66028;Cabestany;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66029;Caixas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66030;Calce;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66032;Calmeilles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66033;Camélas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66034;Campôme;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66035;Campoussy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66036;Canaveilles;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66037;Canet-en-Roussillon;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66038;Canohès;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66039;Caramany;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66040;Casefabre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66041;Cases-de-Pène;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66042;Cassagnes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66043;Casteil;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66044;Castelnou;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66045;Catllar;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66046;Caudiès-de-Fenouillèdes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66047;Caudiès-de-Conflent;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66048;Cerbère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66049;Céret;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66050;Claira;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66051;Clara-Villerach;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66052;Codalet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66053;Collioure;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66054;Conat;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66055;Corbère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66056;Corbère-les-Cabanes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66057;Corneilla-de-Conflent;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66058;Corneilla-la-Rivière;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66059;Corneilla-del-Vercol;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66060;Corsavy;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66061;Coustouges;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66062;Dorres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66063;Les Cluses;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66064;Égat;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66065;Elne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66066;Enveitg;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66067;Err;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66068;Escaro;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66069;Espira-de-l'Agly;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66070;Espira-de-Conflent;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66071;Estagel;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66072;Estavar;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66073;Estoher;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66074;Eus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66075;Eyne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66076;Feilluns;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66077;Fenouillet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66078;Fillols;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66079;Finestret;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66080;Fontpédrouse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66081;Fontrabiouse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66082;Formiguères;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66083;Fosse;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66084;Fourques;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66085;Fuilla;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66086;Glorianes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66088;Ille-sur-Têt;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66089;Joch;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66090;Jujols;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66091;Lamanère;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66092;Lansac;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66093;Laroque-des-Albères;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66094;Latour-Bas-Elne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66095;Latour-de-Carol;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66096;Latour-de-France;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66097;Lesquerde;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66098;La Llagonne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66099;Llauro;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66100;Llo;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66101;Llupia;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66102;Mantet;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66103;Marquixanes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66104;Los Masos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66105;Matemale;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66106;Maureillas-las-Illas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66107;Maury;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66108;Millas;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66109;Molitg-les-Bains;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66111;Montalba-le-Château;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66112;Montauriol;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66113;Montbolo;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66114;Montescot;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66115;Montesquieu-des-Albères;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66116;Montferrer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66117;Mont-Louis;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66118;Montner;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66119;Mosset;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66120;Nahuja;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66121;Néfiach;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66122;Nohèdes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66123;Nyer;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66124;Font-Romeu-Odeillo-Via;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66125;Olette;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66126;Oms;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66127;Opoul-Périllos;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66128;Oreilla;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66129;Ortaffa;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66130;Osséja;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66132;Palau-de-Cerdagne;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66133;Palau-del-Vidre;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66134;Passa;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66136;Perpignan;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66137;Le Perthus;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66138;Peyrestortes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66139;Pézilla-de-Conflent;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66140;Pézilla-la-Rivière;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66141;Pia;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66142;Planès;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66143;Planèzes;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66144;Pollestres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66145;Ponteilla;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66146;Porta;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66147;Porté-Puymorens;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66148;Port-Vendres;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66149;Prades;CHAR;5
CODGEO;CODGEO;Code du département suivi du numéro de commune ou du numéro d'arrondissement municipal;66150;Prats-de-Mollo-la-Preste;CHAR;5
